INFO:root:Starting EM-Lab Run
INFO:root:emlab database: sqlite:///C:\Users\isanchezjimene\Documents\TraderesCode\toolbox-amiris-emlab\.spinetoolbox\items\emlabdb\EmlabDB.sqlite
INFO:root:SpineDBRW: Start Read Repository
WARNING:root:No value found for class: node, object: CO2, parameter: annual_resource_limit
WARNING:root:No value found for class: PowerPlantsInstalled, object: BigBiomassDE7, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: BigBiomassDE8, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: BigBiomassDE9, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: BigCCGTDE1, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: BigCCGTDE2, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: BigCCGTDE3, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: BigCCGTDE4, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: BigCCGTDE5, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: BigCCGTDE6, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: BigCCGTDE7, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: BigCoalDE1, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: BigCoalDE2, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: BigFuelOilDE2, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: BigFuelOilDE3, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: BigLigniteDE1, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: BigLigniteDE2, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Bleiloch, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: BoA 2, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: BoA 3, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Boxberg, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Boxberg2, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Boxberg3, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Boxberg4, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Braunau-Simbach, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Braunkohlekraftwerk Lippendorf, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Brokdorf, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Buschhaus, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Centrale Bergum (CB20), parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Charlottenburg, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Cuno Heizkraftwerk Herdecke, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: DT, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Dampfkraftwerk BGH - O1, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Dampfkraftwerk Marbach am Neckar, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Dampfkraftwerk Marbach am Neckar2, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Dormagen, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Dow Stade, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Duisburg Hamborn 4, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Duisburg Hamborn 5, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Duisburg Ruhrort 4, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Emden Gas, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Emsland, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Emsland2, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Emsland3, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Emsland4, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Emsland5, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: EnergyStorageTest, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Erzhausen, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Farge, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Franken 1, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Franken 12, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Frechen/Wachtberg, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Frimmersdorf, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Frimmersdorf2, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: G-Kraftwerk, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: GKH, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: GKH2, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: GKL, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: GKM , parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: GKM 2, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: GKM 3, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: GKM 4, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: GT, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: GT2, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: GT3, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: GTKW Darmstadt, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Gasblock, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Geesthacht, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Gemeinschaftskernkraftwerk Neckarwestheim II, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Gemeinschaftskraftwerk Irsching , parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Gemeinschaftskraftwerk Kiel, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Gersteinwerk, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Gersteinwerk2, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Gersteinwerk3, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Gersteinwerk4, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Gersteinwerk5, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Gersteinwerk6, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Goldisthal, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Grohnde, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: GuD, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: GuD Anlage WVK, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: GuD Bitterfeld, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: GuD Marienehe, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: GuD Schwarzheide, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: GuD Tiefstack, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: GuD-Anlage R�sselsheim, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: GuD-HKW Neubrandenburg, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: GuD-Ikw Sta�furt, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: HKW Barmen, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: HKW Chemnitz  Nord II3, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: HKW Dresden-Nossener Br�cke, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: HKW Elberfeld , parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: HKW Eltmann, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: HKW Erfurt-Ost, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: HKW Halle Trotha, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: HKW Halle Trotha2, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: HKW I, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: HKW III/B, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: HKW Jena, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: HKW Merkenich2, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: HKW Niederrad, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: HKW Niehl 2, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: HKW Potsdam-S�d, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: HKW R�merbr�cke2, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: HKW Sandreuth2, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: HKW Sandreuth3, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: HKW West, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: HKW West2, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: HKW West5, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: HKW W�rth, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: HKW-Mitte2, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: HKW3 UPM Schongau, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Happurg, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Heizkraftwerk, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Heizkraftwerk Altbach/Deizisau, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Heizkraftwerk Altbach/Deizisau2, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Heizkraftwerk Altbach/Deizisau3, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Heizkraftwerk Altbach/Deizisau4, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Heizkraftwerk Altbach/Deizisau5, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Heizkraftwerk Gera-Nord, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Heizkraftwerk Hafen, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Heizkraftwerk Hagen-Kabel, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Heizkraftwerk Heilbronn, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Heizkraftwerk Heilbronn2, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Heizkraftwerk Heilbronn3, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Heizkraftwerk Karlstra�e2, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Heizkraftwerk Leipzig-Nord, parameter: Status
WARNING:root:No value found for class: PowerPlantsInstalled, object: Heizkraftwerk Sindelfingen, parameter: Status
